po_id,vendor_id,contract_id,department_id,po_date,line_description,total_amount,currency,status,requestor_name,approval_level
PO-00233,VEND-00084,CTR-0041,DEPT-002,2025-10-15,Freight LTL lane,1200,USD,Closed,Harish Patel,Dept Head
PO-00234,VEND-00098,,DEPT-016,2025-09-21,Contracts review package,5600,USD,Closed,Robin Park,Dept Head
PO-00235,VEND-00008,,DEPT-013,2023-07-20,Quarterly office supplies replen,5100,USD,Closed,Tomas Kellerman,Dept Head
PO-00236,VEND-00136,,DEPT-014,2024-02-25,Implementation sprint,50000,USD,Received,Luis Ortega,CFO
PO-00237,VEND-00022,,DEPT-020,2023-02-21,Litigation retainer,89000,USD,Received,Marco Alvarez,CFO
PO-00238,VEND-00137,,DEPT-003,2025-10-01,Print consumables,36500,USD,Received,Claire Benoit,VP
PO-00239,VEND-00200,,DEPT-010,2025-01-11,Temp-to-hire fee,7300,USD,Closed,Sasha Mwangi,Dept Head
PO-00240,VEND-00199,,DEPT-015,2026-03-14,MPLS circuits month,7100,USD,Closed,Aditi Shah,Dept Head
PO-00241,VEND-00180,,DEPT-003,2024-05-23,Annual subscription renewal,116000,USD,Received,Julia Hwang,CFO
PO-00242,VEND-00078,,DEPT-002,2024-06-01,Events travel block,6400,USD,Received,Lena Brooks,Dept Head
PO-00243,VEND-00071,,DEPT-005,2023-03-22,DR storage tier,3600,USD,Received,Marco Alvarez,Dept Head
PO-00244,VEND-00120,,DEPT-008,2025-12-27,Quarterly office supplies replen,97000,USD,Closed,Luis Ortega,CFO
PO-00245,VEND-00153,,DEPT-012,2024-09-06,Specialist placement,188000,USD,Open,Rafael Mendez,CFO
PO-00246,VEND-00059,CTR-0019,DEPT-019,2023-11-06,Add-on modules,2500,USD,Received,Claire Benoit,Dept Head
PO-00247,VEND-00148,CTR-0068,DEPT-013,2026-04-13,Landscaping,20500,USD,Received,Julia Hwang,VP
PO-00248,VEND-00107,,DEPT-013,2023-05-14,Monitors and peripherals,7400,USD,Received,Sasha Mwangi,Dept Head
PO-00249,VEND-00196,,DEPT-018,2024-09-24,Last-mile delivery,4100,USD,Closed,Samira Okafor,Dept Head
PO-00250,VEND-00189,,DEPT-004,2026-03-21,Contract engineer placement,18000,USD,Received,Luis Ortega,VP
PO-00251,VEND-00142,CTR-0044,DEPT-005,2026-03-06,Conference travel,5300,USD,Closed,Naomi Weiss,Dept Head
PO-00252,VEND-00114,,DEPT-005,2026-03-29,Annual SKO travel,24000,USD,Open,Samira Okafor,VP
PO-00253,VEND-00038,,DEPT-011,2023-09-07,Corporate travel management fee,2300,USD,Closed,Harish Patel,Dept Head
PO-00254,VEND-00152,,DEPT-008,2023-11-11,Network installation,34000,USD,Received,Derek Yoon,VP
PO-00255,VEND-00177,CTR-0027,DEPT-012,2023-06-24,Compliance advisory,905000,USD,Closed,Ingrid Voss,CEO
PO-00256,VEND-00115,,DEPT-018,2025-04-22,Toll-free services,7300,USD,Open,Priya Raman,Dept Head
PO-00257,VEND-00167,,DEPT-007,2024-01-08,Network installation,1400,USD,Received,Devon Parker,Dept Head
PO-00258,VEND-00049,,DEPT-012,2025-08-07,Contracts review package,3900,USD,Closed,Claire Benoit,Dept Head
PO-00259,VEND-00009,,DEPT-015,2023-06-03,Networking gear,6600,USD,Closed,Priya Raman,Dept Head
PO-00260,VEND-00140,,DEPT-020,2025-05-03,MPLS circuits month,1500,USD,Open,Hana Kobayashi,Dept Head
PO-00261,VEND-00077,,DEPT-002,2025-08-13,Contract engineer placement,3400,USD,Open,Claire Benoit,Dept Head
PO-00262,VEND-00095,,DEPT-017,2026-02-27,Monitors and peripherals,35500,USD,Received,Harish Patel,VP
PO-00263,VEND-00163,,DEPT-011,2024-04-03,Events travel block,485000,USD,Received,Robin Park,CEO
PO-00264,VEND-00132,,DEPT-010,2023-07-22,Quarterly office supplies replen,6500,USD,Received,Robin Park,Dept Head
PO-00265,VEND-00021,,DEPT-010,2024-07-19,Brand refresh SOW,3900,USD,Closed,Priya Raman,Dept Head
PO-00266,VEND-00174,,DEPT-020,2023-03-31,Process transformation SOW,6800,USD,Received,Ingrid Voss,Dept Head
PO-00267,VEND-00062,CTR-0050,DEPT-002,2024-11-23,Datacenter hardware,42000,USD,Closed,Samira Okafor,VP
PO-00268,VEND-00138,CTR-0053,DEPT-004,2025-11-07,Conference travel,40500,USD,Closed,Jamie Chen,VP
PO-00269,VEND-00012,,DEPT-014,2026-01-01,Events travel block,2200,USD,Open,Naomi Weiss,Dept Head
PO-00270,VEND-00100,,DEPT-016,2024-05-25,Litigation retainer,1700,USD,Received,Samira Okafor,Dept Head
PO-00271,VEND-00044,CTR-0031,DEPT-005,2025-11-12,IP counsel hours,98000,USD,Closed,Samira Okafor,CFO
PO-00272,VEND-00103,CTR-0059,DEPT-017,2023-07-07,Annual SKO travel,169000,USD,Closed,Tomas Kellerman,CFO
PO-00273,VEND-00041,CTR-0021,DEPT-018,2024-05-19,Temp-to-hire fee,5100,USD,Open,Peter Chen,Dept Head
PO-00274,VEND-00016,,DEPT-015,2023-05-20,Monitors and peripherals,13500,USD,Received,Alex Rivera,VP
PO-00275,VEND-00175,,DEPT-006,2026-02-12,Networking gear,3100,USD,Closed,Luis Ortega,Dept Head
PO-00276,VEND-00083,,DEPT-003,2023-03-06,Egress overage,49500,USD,Closed,Derek Yoon,VP
PO-00277,VEND-00032,,DEPT-010,2023-02-15,Staff augmentation month,25000,USD,Closed,Robin Park,VP
PO-00278,VEND-00157,,DEPT-018,2024-02-23,Litigation retainer,1300,USD,Closed,Devon Parker,Dept Head
PO-00279,VEND-00076,,DEPT-002,2023-07-18,Litigation retainer,5300,USD,Open,Cesar Ruiz,Dept Head
PO-00280,VEND-00033,,DEPT-010,2025-04-23,Compliance advisory,1100,USD,Closed,Jamie Chen,Dept Head
PO-00281,VEND-00082,,DEPT-019,2023-05-18,Specialist placement,8000,USD,Received,Ingrid Voss,Dept Head
PO-00282,VEND-00135,,DEPT-018,2023-11-21,Mobile fleet lines,24500,USD,Closed,Julia Hwang,VP
PO-00283,VEND-00094,,DEPT-015,2026-03-25,HVAC maintenance,6600,USD,Cancelled,Owen Marsh,Dept Head
PO-00284,VEND-00040,,DEPT-010,2025-05-15,Reserved capacity,47000,USD,Received,Alex Rivera,VP
PO-00285,VEND-00098,,DEPT-017,2023-12-20,Contracts review package,6500,USD,Cancelled,Julia Hwang,Dept Head
PO-00286,VEND-00148,CTR-0068,DEPT-007,2025-10-31,HVAC maintenance,6100,USD,Closed,Julia Hwang,Dept Head
PO-00287,VEND-00072,,DEPT-004,2025-06-26,Landscaping,4600,USD,Closed,Ingrid Voss,Dept Head
PO-00288,VEND-00134,,DEPT-005,2024-10-18,Add-on modules,28500,USD,Closed,Hana Kobayashi,VP
PO-00289,VEND-00127,,DEPT-018,2025-06-02,Assessment phase,5300,USD,Closed,Derek Yoon,Dept Head
PO-00290,VEND-00061,,DEPT-019,2026-04-04,Toll-free services,34000,USD,Closed,Sasha Mwangi,VP
PO-00291,VEND-00110,,DEPT-014,2023-08-19,Warehousing month,940000,USD,Open,Naomi Weiss,CEO
PO-00292,VEND-00126,,DEPT-013,2025-09-09,Quarterly office supplies replen,1300,USD,Closed,Cesar Ruiz,Dept Head
PO-00293,VEND-00190,,DEPT-012,2025-08-30,IP counsel hours,3100,USD,Open,Hana Kobayashi,Dept Head
PO-00294,VEND-00144,,DEPT-013,2024-10-14,Assessment phase,33500,USD,Closed,Owen Marsh,VP
PO-00295,VEND-00039,,DEPT-004,2025-01-23,Toll-free services,2500,USD,Closed,Lena Brooks,Dept Head
PO-00296,VEND-00134,,DEPT-010,2024-03-06,Seat expansion QQ2,965000,USD,Closed,Sasha Mwangi,CEO
PO-00297,VEND-00180,CTR-0065,DEPT-004,2025-01-16,Seat expansion QQ1,27500,USD,Closed,Cesar Ruiz,VP
PO-00298,VEND-00020,,DEPT-003,2023-06-06,Add-on modules,7100,USD,Closed,Jamie Chen,Dept Head
PO-00299,VEND-00122,,DEPT-005,2025-03-01,Contracts review package,34500,USD,Received,Marco Alvarez,VP
PO-00300,VEND-00077,,DEPT-012,2024-11-14,Contract engineer placement,45500,USD,Closed,Naomi Weiss,VP
PO-00301,VEND-00114,,DEPT-009,2023-11-01,Conference travel,6200,USD,Received,Rafael Mendez,Dept Head
PO-00302,VEND-00043,,DEPT-018,2023-05-19,Network installation,12500,USD,Closed,Tomas Kellerman,VP
PO-00303,VEND-00175,,DEPT-005,2024-12-14,Laptop refresh batch,10500,USD,Closed,Alex Rivera,VP
PO-00304,VEND-00088,,DEPT-020,2023-02-21,Breakroom supplies,900,USD,Received,Luis Ortega,Dept Head
PO-00305,VEND-00151,,DEPT-002,2023-10-24,Compliance advisory,4000,USD,Open,Rafael Mendez,Dept Head
PO-00306,VEND-00061,,DEPT-017,2023-02-12,MPLS circuits month,6100,USD,Open,Devon Parker,Dept Head
PO-00307,VEND-00058,,DEPT-016,2023-01-05,Assessment phase,415000,USD,Closed,Devon Parker,CEO
PO-00308,VEND-00016,,DEPT-020,2023-04-16,Laptop refresh batch,1700,USD,Open,Owen Marsh,Dept Head
PO-00309,VEND-00042,CTR-0057,DEPT-002,2026-01-21,Creative production,5600,USD,Closed,Priya Raman,Dept Head
PO-00310,VEND-00033,,DEPT-011,2025-03-22,Litigation retainer,44500,USD,Received,Naomi Weiss,VP
PO-00311,VEND-00113,,DEPT-012,2024-04-01,IP counsel hours,3500,USD,Closed,Julia Hwang,Dept Head
PO-00312,VEND-00058,,DEPT-007,2024-07-08,Implementation sprint,96000,USD,Open,Derek Yoon,CFO
PO-00313,VEND-00178,,DEPT-018,2023-06-10,Contracts review package,1300,USD,Closed,Hana Kobayashi,Dept Head
PO-00314,VEND-00108,,DEPT-006,2025-09-15,Ergonomics,6100,USD,Received,Claire Benoit,Dept Head
PO-00315,VEND-00194,,DEPT-015,2026-02-28,Corporate travel management fee,6800,USD,Closed,Peter Chen,Dept Head
PO-00316,VEND-00154,,DEPT-008,2025-01-08,Corporate travel management fee,8500,USD,Open,Claire Benoit,Dept Head
PO-00317,VEND-00013,,DEPT-008,2026-02-14,Annual subscription renewal,42500,USD,Received,Quinn Reyes,VP
PO-00318,VEND-00045,,DEPT-017,2023-01-28,Creative production,800,USD,Closed,Owen Marsh,Dept Head
PO-00319,VEND-00049,,DEPT-007,2025-01-29,Litigation retainer,20000,USD,Received,Peter Chen,VP
PO-00320,VEND-00042,,DEPT-012,2023-05-14,Campaign retainer,232000,USD,Received,Priya Raman,CFO
PO-00321,VEND-00034,,DEPT-020,2024-04-22,Assessment phase,26500,USD,Closed,Cesar Ruiz,VP
PO-00322,VEND-00154,,DEPT-016,2023-04-17,Conference travel,960000,USD,Closed,Aditi Shah,CEO
PO-00323,VEND-00180,CTR-0065,DEPT-004,2025-11-21,Seat expansion QQ2,4800,USD,Received,Naomi Weiss,Dept Head
PO-00324,VEND-00033,,DEPT-010,2025-09-04,IP counsel hours,61000,USD,Closed,Aditi Shah,CFO
PO-00325,VEND-00053,,DEPT-014,2024-10-05,Media buy,5800,USD,Open,Peter Chen,Dept Head
PO-00326,VEND-00154,,DEPT-012,2023-05-13,Events travel block,127000,USD,Cancelled,Sasha Mwangi,CFO
PO-00327,VEND-00165,CTR-0037,DEPT-004,2023-01-16,Platform support,7700,USD,Received,Peter Chen,Dept Head
PO-00328,VEND-00116,,DEPT-013,2023-02-08,HVAC maintenance,1100,USD,Closed,Peter Chen,Dept Head
PO-00329,VEND-00091,,DEPT-012,2025-06-13,Assessment phase,1300,USD,Received,Marco Alvarez,Dept Head
PO-00330,VEND-00007,CTR-0007,DEPT-001,2025-10-11,Mobile fleet lines,7300,USD,Open,Devon Parker,Dept Head
PO-00331,VEND-00125,,DEPT-019,2025-02-02,Process transformation SOW,24500,USD,Cancelled,Aditi Shah,VP
PO-00332,VEND-00079,,DEPT-012,2024-12-08,Print consumables,30500,USD,Open,Naomi Weiss,VP
PO-00333,VEND-00144,,DEPT-011,2023-07-01,Implementation sprint,4000,USD,Received,Harish Patel,Dept Head
PO-00334,VEND-00091,,DEPT-020,2023-06-01,Advisory engagement,12000,USD,Received,Lena Brooks,VP
PO-00335,VEND-00069,,DEPT-014,2024-06-01,Customs clearance,5500,USD,Closed,Cesar Ruiz,Dept Head
PO-00336,VEND-00179,,DEPT-011,2025-10-04,Customs clearance,52000,USD,Open,Robin Park,CFO
PO-00337,VEND-00115,CTR-0036,DEPT-008,2024-04-29,Toll-free services,44500,USD,Closed,Robin Park,VP
PO-00338,VEND-00006,CTR-0006,DEPT-003,2024-05-29,Campaign retainer,19500,USD,Closed,Devon Parker,VP
PO-00339,VEND-00162,CTR-0062,DEPT-015,2023-04-09,Egress overage,2300,USD,Closed,Jamie Chen,Dept Head
PO-00340,VEND-00083,,DEPT-001,2025-03-23,Egress overage,28000,USD,Open,Aditi Shah,VP
PO-00341,VEND-00109,,DEPT-005,2023-12-20,Implementation sprint,4500,USD,Open,Luis Ortega,Dept Head
PO-00342,VEND-00186,,DEPT-007,2025-06-05,DR storage tier,2100,USD,Received,Alex Rivera,Dept Head
PO-00343,VEND-00074,CTR-0024,DEPT-011,2023-05-13,Seat expansion QQ1,9500,USD,Open,Claire Benoit,Dept Head
PO-00344,VEND-00168,,DEPT-006,2024-03-05,Specialist placement,2500,USD,Closed,Luis Ortega,Dept Head
PO-00345,VEND-00043,,DEPT-001,2025-02-27,Toll-free services,4900,USD,Received,Priya Raman,Dept Head
PO-00346,VEND-00045,,DEPT-004,2026-02-05,Campaign retainer,2800,USD,Closed,Samira Okafor,Dept Head
PO-00347,VEND-00190,,DEPT-008,2024-11-14,Compliance advisory,34500,USD,Closed,Alex Rivera,VP
PO-00348,VEND-00168,,DEPT-020,2025-02-04,Specialist placement,4300,USD,Open,Samira Okafor,Dept Head
PO-00349,VEND-00050,,DEPT-020,2023-11-07,MPLS circuits month,117000,USD,Received,Claire Benoit,CFO
PO-00350,VEND-00168,,DEPT-008,2025-06-07,Specialist placement,3000,USD,Closed,Priya Raman,Dept Head
PO-00351,VEND-00036,,DEPT-005,2024-08-14,HVAC maintenance,6100,USD,Closed,Cesar Ruiz,Dept Head
PO-00352,VEND-00038,,DEPT-020,2024-06-11,Conference travel,6600,USD,Received,Jamie Chen,Dept Head
PO-00353,VEND-00115,,DEPT-009,2023-12-04,Mobile fleet lines,3700,USD,Closed,Naomi Weiss,Dept Head
PO-00354,VEND-00119,CTR-0049,DEPT-005,2023-01-04,Corporate travel management fee,18500,USD,Closed,Quinn Reyes,VP
PO-00355,VEND-00050,CTR-0016,DEPT-012,2026-01-19,Toll-free services,22000,USD,Received,Luis Ortega,VP
PO-00356,VEND-00186,,DEPT-019,2023-09-22,Monthly cloud consumption,5600,USD,Cancelled,Owen Marsh,Dept Head
PO-00357,VEND-00035,,DEPT-019,2025-07-03,Networking gear,4900,USD,Closed,Julia Hwang,Dept Head
PO-00358,VEND-00104,,DEPT-014,2023-02-16,DR storage tier,143000,USD,Closed,Jamie Chen,CFO
PO-00359,VEND-00124,CTR-0035,DEPT-009,2025-12-27,Annual SKO travel,33500,USD,Closed,Ingrid Voss,VP
PO-00360,VEND-00160,,DEPT-003,2025-04-24,Contracts review package,42500,USD,Received,Rafael Mendez,VP
PO-00361,VEND-00158,,DEPT-020,2024-04-21,Customs clearance,3000,USD,Open,Claire Benoit,Dept Head
PO-00362,VEND-00095,,DEPT-001,2023-02-23,Datacenter hardware,29000,USD,Closed,Samira Okafor,VP
PO-00363,VEND-00045,CTR-0039,DEPT-013,2025-12-30,Creative production,3300,USD,Received,Samira Okafor,Dept Head
PO-00364,VEND-00144,,DEPT-001,2024-07-21,Implementation sprint,3800,USD,Closed,Derek Yoon,Dept Head
PO-00365,VEND-00047,,DEPT-019,2025-07-23,Advisory engagement,70000,USD,Closed,Priya Raman,CFO
PO-00366,VEND-00058,,DEPT-003,2023-06-02,Process transformation SOW,22000,USD,Open,Samira Okafor,VP
PO-00367,VEND-00143,,DEPT-015,2025-12-22,Media buy,790000,USD,Cancelled,Harish Patel,CEO
PO-00368,VEND-00031,,DEPT-007,2023-12-07,Annual SKO travel,500,USD,Received,Marco Alvarez,Dept Head
PO-00369,VEND-00113,,DEPT-006,2025-06-03,Litigation retainer,181000,USD,Received,Marco Alvarez,CFO
PO-00370,VEND-00151,CTR-0070,DEPT-013,2025-08-26,Litigation retainer,24500,USD,Received,Cesar Ruiz,VP
PO-00371,VEND-00100,,DEPT-020,2025-11-15,IP counsel hours,1600,USD,Open,Peter Chen,Dept Head
PO-00372,VEND-00015,CTR-0015,DEPT-008,2026-02-16,Creative production,7900,USD,Closed,Cesar Ruiz,Dept Head
PO-00373,VEND-00019,,DEPT-007,2024-04-17,HVAC maintenance,133000,USD,Closed,Quinn Reyes,CFO
PO-00374,VEND-00063,,DEPT-014,2025-06-01,Ergonomics,144000,USD,Open,Priya Raman,CFO
PO-00375,VEND-00125,,DEPT-001,2023-11-15,Implementation sprint,190000,USD,Received,Luis Ortega,CFO
PO-00376,VEND-00079,CTR-0077,DEPT-003,2024-05-21,Print consumables,26000,USD,Received,Samira Okafor,VP
PO-00377,VEND-00132,,DEPT-010,2024-04-21,Quarterly office supplies replen,4100,USD,Received,Hana Kobayashi,Dept Head
PO-00378,VEND-00042,CTR-0057,DEPT-009,2024-08-27,Creative production,18000,USD,Closed,Peter Chen,VP
PO-00379,VEND-00041,CTR-0021,DEPT-018,2025-11-12,Specialist placement,4300,USD,Closed,Claire Benoit,Dept Head
PO-00380,VEND-00018,,DEPT-007,2026-01-02,Temp-to-hire fee,2200,USD,Cancelled,Samira Okafor,Dept Head
PO-00381,VEND-00151,,DEPT-020,2025-01-10,IP counsel hours,4200,USD,Cancelled,Lena Brooks,Dept Head
PO-00382,VEND-00049,,DEPT-017,2023-09-01,Contracts review package,49000,USD,Open,Derek Yoon,VP
PO-00383,VEND-00081,,DEPT-001,2023-08-15,Specialist placement,3900,USD,Received,Devon Parker,Dept Head
PO-00384,VEND-00029,,DEPT-020,2023-02-19,Assessment phase,191000,USD,Closed,Jamie Chen,CFO
PO-00385,VEND-00115,,DEPT-005,2023-01-09,Mobile fleet lines,29000,USD,Closed,Claire Benoit,VP
PO-00386,VEND-00067,,DEPT-011,2026-04-14,Monitors and peripherals,5600,USD,Received,Julia Hwang,Dept Head
PO-00387,VEND-00123,,DEPT-020,2026-01-27,Cleaning services month,6500,USD,Cancelled,Cesar Ruiz,Dept Head
PO-00388,VEND-00173,,DEPT-002,2024-05-17,Print consumables,16500,USD,Closed,Julia Hwang,VP
PO-00389,VEND-00095,,DEPT-005,2025-12-17,Monitors and peripherals,1900,USD,Closed,Aditi Shah,Dept Head
PO-00390,VEND-00178,,DEPT-020,2024-11-24,IP counsel hours,7900,USD,Closed,Naomi Weiss,Dept Head
PO-00391,VEND-00002,CTR-0002,DEPT-013,2024-07-02,Platform support,6600,USD,Closed,Devon Parker,Dept Head
PO-00392,VEND-00084,CTR-0041,DEPT-016,2024-05-30,Customs clearance,3700,USD,Received,Luis Ortega,Dept Head
PO-00393,VEND-00084,,DEPT-020,2023-03-30,Freight LTL lane,3100,USD,Closed,Alex Rivera,Dept Head
PO-00394,VEND-00016,,DEPT-020,2025-02-03,Networking gear,600,USD,Open,Rafael Mendez,Dept Head
PO-00395,VEND-00056,,DEPT-014,2024-11-30,Seat expansion QQ1,145000,USD,Open,Hana Kobayashi,CFO
PO-00396,VEND-00189,,DEPT-015,2025-02-01,Specialist placement,1000,USD,Cancelled,Sasha Mwangi,Dept Head
PO-00397,VEND-00055,,DEPT-004,2025-03-19,HVAC maintenance,5000,USD,Cancelled,Lena Brooks,Dept Head
PO-00398,VEND-00040,,DEPT-016,2025-08-17,DR storage tier,26000,USD,Received,Alex Rivera,VP
PO-00399,VEND-00139,,DEPT-006,2024-10-02,Cleaning services month,3900,USD,Open,Hana Kobayashi,Dept Head
PO-00400,VEND-00050,,DEPT-020,2023-03-09,Network installation,3000,USD,Closed,Cesar Ruiz,Dept Head
PO-00401,VEND-00185,,DEPT-016,2024-07-19,Last-mile delivery,1300,USD,Received,Peter Chen,Dept Head
PO-00402,VEND-00100,,DEPT-013,2025-08-12,Litigation retainer,6700,USD,Closed,Julia Hwang,Dept Head
PO-00403,VEND-00072,CTR-0069,DEPT-007,2023-10-30,Cleaning services month,18500,USD,Cancelled,Claire Benoit,VP
PO-00404,VEND-00003,CTR-0003,DEPT-014,2024-07-12,Freight LTL lane,43000,USD,Closed,Lena Brooks,VP
PO-00405,VEND-00071,,DEPT-013,2023-09-06,Monthly cloud consumption,3200,USD,Received,Cesar Ruiz,Dept Head
PO-00406,VEND-00026,,DEPT-008,2025-05-20,Advisory engagement,800,USD,Received,Marco Alvarez,Dept Head
PO-00407,VEND-00198,,DEPT-006,2025-02-17,Last-mile delivery,2300,USD,Closed,Hana Kobayashi,Dept Head
PO-00408,VEND-00129,CTR-0073,DEPT-002,2024-04-18,Breakroom supplies,39500,USD,Received,Samira Okafor,VP
PO-00409,VEND-00119,CTR-0049,DEPT-014,2026-01-18,Events travel block,7800,USD,Closed,Cesar Ruiz,Dept Head
PO-00410,VEND-00096,,DEPT-006,2025-10-04,Networking gear,6800,USD,Received,Aditi Shah,Dept Head
PO-00411,VEND-00077,,DEPT-002,2025-06-09,Staff augmentation month,500,USD,Closed,Hana Kobayashi,Dept Head
PO-00412,VEND-00174,,DEPT-007,2024-06-24,Advisory engagement,5300,USD,Received,Quinn Reyes,Dept Head
PO-00413,VEND-00102,,DEPT-014,2023-07-04,Networking gear,30500,USD,Closed,Alex Rivera,VP
PO-00414,VEND-00049,,DEPT-016,2025-11-22,Compliance advisory,98000,USD,Open,Luis Ortega,CFO
PO-00415,VEND-00037,,DEPT-001,2023-08-12,Corporate travel management fee,1500,USD,Closed,Peter Chen,Dept Head
PO-00416,VEND-00039,,DEPT-016,2024-07-15,Network installation,8500,USD,Cancelled,Derek Yoon,Dept Head
PO-00417,VEND-00133,CTR-0046,DEPT-013,2023-12-12,Freight LTL lane,156000,USD,Closed,Peter Chen,CFO
PO-00418,VEND-00069,,DEPT-003,2023-08-05,Customs clearance,87000,USD,Closed,Luis Ortega,CFO
PO-00419,VEND-00108,,DEPT-006,2025-11-16,Breakroom supplies,45500,USD,Closed,Luis Ortega,VP
PO-00420,VEND-00142,CTR-0044,DEPT-009,2024-12-30,Conference travel,1300,USD,Closed,Alex Rivera,Dept Head
PO-00421,VEND-00075,,DEPT-015,2026-03-06,Events travel block,206000,USD,Closed,Derek Yoon,CFO
PO-00422,VEND-00056,,DEPT-007,2025-12-06,Seat expansion QQ3,3700,USD,Received,Lena Brooks,Dept Head
PO-00423,VEND-00183,,DEPT-004,2023-11-30,Breakroom supplies,3000,USD,Closed,Tomas Kellerman,Dept Head
PO-00424,VEND-00141,CTR-0028,DEPT-002,2025-11-09,Cleaning services month,2200,USD,Cancelled,Tomas Kellerman,Dept Head
PO-00425,VEND-00160,,DEPT-002,2023-04-29,IP counsel hours,1800,USD,Closed,Priya Raman,Dept Head
PO-00426,VEND-00010,,DEPT-015,2025-02-19,Advisory engagement,3600,USD,Closed,Cesar Ruiz,Dept Head
PO-00427,VEND-00099,,DEPT-014,2025-06-05,Security services,10500,USD,Closed,Julia Hwang,VP
PO-00428,VEND-00192,,DEPT-008,2025-10-22,Customs clearance,217000,USD,Received,Aditi Shah,CFO
PO-00429,VEND-00088,,DEPT-019,2023-01-11,Breakroom supplies,36500,USD,Closed,Claire Benoit,VP
PO-00430,VEND-00189,,DEPT-013,2023-10-17,Contract engineer placement,7600,USD,Closed,Naomi Weiss,Dept Head
PO-00431,VEND-00110,,DEPT-003,2026-03-19,Warehousing month,7100,USD,Cancelled,Sasha Mwangi,Dept Head
PO-00432,VEND-00161,,DEPT-011,2025-01-07,Annual SKO travel,30500,USD,Open,Julia Hwang,VP
PO-00433,VEND-00127,CTR-0055,DEPT-019,2024-10-04,Advisory engagement,2100,USD,Closed,Naomi Weiss,Dept Head
PO-00434,VEND-00112,,DEPT-019,2024-03-15,Advisory engagement,30500,USD,Closed,Quinn Reyes,VP
PO-00435,VEND-00025,CTR-0067,DEPT-003,2025-06-30,Seat expansion QQ1,27500,USD,Received,Jamie Chen,VP
PO-00436,VEND-00017,,DEPT-005,2024-10-25,Contract engineer placement,29000,USD,Closed,Rafael Mendez,VP
PO-00437,VEND-00177,,DEPT-003,2026-02-04,Contracts review package,700,USD,Closed,Luis Ortega,Dept Head
PO-00438,VEND-00052,,DEPT-020,2024-10-24,Monthly cloud consumption,4600,USD,Closed,Samira Okafor,Dept Head
PO-00439,VEND-00078,,DEPT-010,2024-04-27,Events travel block,6000,USD,Closed,Cesar Ruiz,Dept Head
PO-00440,VEND-00044,CTR-0031,DEPT-018,2024-07-26,Litigation retainer,16500,USD,Received,Rafael Mendez,VP
PO-00441,VEND-00195,,DEPT-016,2025-12-09,MPLS circuits month,2500,USD,Received,Marco Alvarez,Dept Head
PO-00442,VEND-00075,CTR-0075,DEPT-001,2026-01-13,Events travel block,120000,USD,Closed,Devon Parker,CFO
PO-00443,VEND-00069,,DEPT-013,2023-10-21,Freight LTL lane,4900,USD,Closed,Ingrid Voss,Dept Head
PO-00444,VEND-00140,,DEPT-010,2026-03-27,Network installation,2800,USD,Closed,Sasha Mwangi,Dept Head
PO-00445,VEND-00061,,DEPT-012,2026-04-13,Toll-free services,5900,USD,Open,Samira Okafor,Dept Head
PO-00446,VEND-00087,,DEPT-019,2024-09-15,IP counsel hours,4000,USD,Closed,Priya Raman,Dept Head
PO-00447,VEND-00112,,DEPT-001,2024-05-05,Process transformation SOW,3600,USD,Closed,Cesar Ruiz,Dept Head
PO-00448,VEND-00002,,DEPT-013,2024-03-16,Platform support,48500,USD,Received,Derek Yoon,VP
PO-00449,VEND-00105,,DEPT-018,2023-09-03,IP counsel hours,31500,USD,Received,Tomas Kellerman,VP
PO-00450,VEND-00069,,DEPT-003,2023-01-09,Customs clearance,6100,USD,Received,Claire Benoit,Dept Head
